#Time	LowerQ	Median	UpperQ
342	7830	10000	77300
343	7830	10000	77300
343	7790	10000	77300
345	7790	10000	77300
345	7790	10000	77300
354	7790	10000	77300
354	7780	10000	77300
356	7780	10000	77300
356	7780	10000	64700
361	7780	10000	64700
361	7780	10000	64700
365	7780	10000	64700
365	7780	10000	64700
367	7780	10000	64700
367	7780	10000	60500
372	7780	10000	60500
372	7780	10000	44400
373	7780	10000	44400
373	7780	10000	44400
375	7780	10000	44400
375	7780	10000	21900
378	7780	10000	21900
378	7630	10000	20700
380	7630	10000	20700
380	7530	10000	18800
383	7530	10000	18800
383	7630	10000	18800
386	7630	10000	18800
386	7520	10000	18100
397	7520	10000	18100
397	7530	10000	18100
398	7530	10000	18100
398	7520	10000	18100
400	7520	10000	18100
400	7520	10000	16700
406	7520	10000	16700
406	7520	10000	16400
412	7520	10000	16400
412	7490	10000	16200
413	7490	10000	16200
413	7490	10000	16200
414	7490	10000	16200
414	7520	10000	16200
416	7520	10000	16200
416	7520	10000	16200
419	7520	10000	16200
419	7490	10000	15600
420	7490	10000	15600
420	7520	10000	15600
421	7520	10000	15600
421	7490	10000	15500
424	7490	10000	15500
424	7520	10000	15500
425	7520	10000	15500
425	7490	10000	15100
428	7490	10000	15100
428	7520	10000	15100
430	7520	10000	15100
430	7520	10000	15100
432	7520	10000	15100
432	7530	10000	15100
434	7530	10000	15100
434	7530	10000	15100
436	7530	10000	15100
436	7520	10000	15100
439	7520	10000	15100
439	7530	10000	15100
445	7530	10000	15100
445	7520	10000	14900
450	7520	10000	14900
450	7490	10000	14400
451	7490	10000	14400
451	7490	10000	14400
455	7490	10000	14400
455	7520	10000	14400
463	7520	10000	14400
463	7490	10000	14400
464	7490	10000	14400
464	7520	10000	14400
467	7520	10000	14400
467	7520	10000	14400
471	7520	10000	14400
471	7530	10000	14400
476	7530	10000	14400
476	7530	10000	14200
477	7530	10000	14200
477	7520	10000	14200
480	7520	10000	14200
480	7520	10000	13800
481	7520	10000	13800
481	7530	10000	13800
495	7530	10000	13800
495	7530	10000	13800
496	7530	10000	13800
496	7530	10000	13400
501	7530	10000	13400
501	7630	10000	13400
504	7630	10000	13400
504	7490	10000	13200
515	7490	10000	13200
515	7490	10000	13100
526	7490	10000	13100
526	7490	10000	13000
534	7490	10000	13000
534	7490	10000	13000
535	7490	10000	13000
535	7530	10000	13000
537	7530	10000	13000
537	7630	10000	13000
540	7630	10000	13000
540	7530	10000	13000
548	7530	10000	13000
548	7630	10000	13000
554	7630	10000	13000
554	7630	10000	12900
556	7630	10000	12900
556	7630	10000	12900
557	7630	10000	12900
557	7780	10000	12900
559	7780	10000	12900
559	7780	10000	12900
561	7780	10000	12900
561	7780	10000	13000
570	7780	10000	13000
570	7780	10000	13000
579	7780	10000	13000
579	7780	10000	13000
587	7780	10000	13000
587	7780	10000	12900
588	7780	10000	12900
588	7780	10000	12900
589	7780	10000	12900
589	7790	10000	12900
592	7790	10000	12900
592	7830	10000	12900
603	7830	10000	12900
603	7840	10000	12900
604	7840	10000	12900
604	7860	10000	12900
605	7860	10000	12900
605	7910	10000	13000
615	7910	10000	13000
615	7910	10000	13000
619	7910	10000	13000
619	7910	10000	13000
620	7910	10000	13000
620	7910	10000	13000
621	7910	10000	13000
621	7910	10000	13000
632	7910	10000	13000
632	7910	10000	13000
642	7910	10000	13000
642	7920	10000	13000
643	7920	10000	13000
643	7910	10000	13000
645	7910	10000	13000
645	7910	10000	13000
657	7910	10000	13000
657	7920	10000	13000
662	7920	10000	13000
662	7920	10000	13000
663	7920	10000	13000
663	7920	10000	13000
666	7920	10000	13000
666	8030	10000	13000
670	8030	10000	13000
670	8030	10000	13000
671	8030	10000	13000
671	8030	10000	13000
678	8030	10000	13000
678	8080	10000	13000
696	8080	10000	13000
696	8090	10000	13000
699	8090	10000	13000
699	8110	10000	13000
706	8110	10000	13000
706	8190	10000	13000
710	8190	10000	13000
710	8230	10000	13000
713	8230	10000	13000
713	8230	10000	13000
730	8230	10000	13000
730	8230	10000	13000
733	8230	10000	13000
733	8230	10000	13000
741	8230	10000	13000
741	8480	10000	13000
745	8480	10000	13000
745	8480	10000	13000
785	8480	10000	13000
785	8480	10000	13000
786	8480	10000	13000
786	8500	10000	13000
794	8500	10000	13000
794	8500	10000	13000
824	8500	10000	13000
824	8540	10000	13000
826	8540	10000	13000
826	8540	10000	13000
829	8540	10000	13000
829	8540	10000	13000
831	8540	10000	13000
831	8500	10000	13000
841	8500	10000	13000
841	8500	10000	13000
862	8500	10000	13000
862	8500	10000	13000
865	8500	10000	13000
865	8500	10000	12900
871	8500	10000	12900
871	8500	10000	12900
890	8500	10000	12900
890	8500	10000	12900
896	8500	10000	12900
896	8500	10000	12900
914	8500	10000	12900
914	8610	10000	13000
925	8610	10000	13000
925	8500	10000	13000
927	8500	10000	13000
927	8500	10000	13000
965	8500	10000	13000
965	8610	10000	13000
974	8610	10000	13000
974	8610	10000	12900
978	8610	10000	12900
978	8610	10000	12900
992	8610	10000	12900
992	8610	10000	12900
993	8610	10000	12900
993	8610	10000	12900
1000	8610	10000	12900
1000	8640	10000	12500
1010	8640	10000	12500
1010	8640	10000	12500
1030	8640	10000	12500
1030	8640	10000	12500
1060	8640	10000	12500
1060	8480	10000	12400
1070	8480	10000	12400
1070	8480	10000	12200
1080	8480	10000	12200
1080	8480	10000	12200
1110	8480	10000	12200
1110	8640	10000	12400
1130	8640	10000	12400
1130	8640	10000	12400
1160	8640	10000	12400
1160	8640	10000	12400
1170	8640	10000	12400
1170	8650	10000	12400
1200	8650	10000	12400
1200	8650	10000	12400
1210	8650	10000	12400
1210	8650	10000	12400
1220	8650	10000	12400
1220	8700	10000	12400
1230	8700	10000	12400
1230	8700	10000	12400
1240	8700	10000	12400
1240	8700	10000	12400
1250	8700	10000	12400
1250	8650	10000	12400
1270	8650	10000	12400
1270	8650	10000	12400
1280	8650	10000	12400
1280	8480	10000	12100
1310	8480	10000	12100
1310	8480	10000	12100
1350	8480	10000	12100
1350	8640	10000	12100
1370	8640	10000	12100
1370	8640	10000	12100
1380	8640	10000	12100
1380	8650	10000	12100
1390	8650	10000	12100
1390	8650	10000	12100
1410	8650	10000	12100
1410	8650	10000	12000
1430	8650	10000	12000
1430	8650	10000	12000
1440	8650	10000	12000
1440	8640	10000	11900
1450	8640	10000	11900
1450	8480	10000	11900
1460	8480	10000	11900
1460	8480	10000	11900
1480	8480	10000	11900
1480	8480	10000	11900
1490	8480	10000	11900
1490	8620	10000	11900
1530	8620	10000	11900
1530	8640	10000	11900
1570	8640	10000	11900
1570	8650	10000	11900
1580	8650	10000	11900
1580	8650	10000	11900
1590	8650	10000	11900
1590	8650	10000	11900
1600	8650	10000	11900
1600	8650	10000	11900
1620	8650	10000	11900
1620	8650	10000	11900
1630	8650	10000	11900
1630	8640	10000	11800
1640	8640	10000	11800
1640	8640	10000	11800
1650	8640	10000	11800
1650	8640	10000	11800
1660	8640	10000	11800
1660	8640	10000	11800
1700	8640	10000	11800
1700	8640	10000	11800
1750	8640	10000	11800
1750	8640	10000	11800
1760	8640	10000	11800
1760	8620	10000	11700
1830	8620	10000	11700
1830	8640	10000	11700
1840	8640	10000	11700
1840	8620	10000	11700
1860	8620	10000	11700
1860	8620	10000	11600
1870	8620	10000	11600
1870	8620	10000	11600
1880	8620	10000	11600
1880	8620	10000	11600
1970	8620	10000	11600
1970	8640	10000	11700
1980	8640	10000	11700
1980	8640	10000	11700
2030	8640	10000	11700
2030	8650	10000	11700
2060	8650	10000	11700
2060	8650	10000	11700
2070	8650	10000	11700
2070	8650	10000	11700
2080	8650	10000	11700
2080	8640	10000	11600
2110	8640	10000	11600
2110	8640	10000	11600
2120	8640	10000	11600
2120	8620	10000	11600
2150	8620	10000	11600
2150	8620	10000	11600
2160	8620	10000	11600
2160	8620	10000	11600
2170	8620	10000	11600
2170	8610	10000	11600
2180	8610	10000	11600
2180	8610	10000	11600
2200	8610	10000	11600
2200	8620	10000	11600
2220	8620	10000	11600
2220	8620	10000	11600
2240	8620	10000	11600
2240	8620	10000	11600
2250	8620	10000	11600
2250	8620	10000	11600
2290	8620	10000	11600
2290	8640	10000	11600
2300	8640	10000	11600
2300	8700	10000	11700
2340	8700	10000	11700
2340	8640	10000	11700
2350	8640	10000	11700
2350	8700	10000	11800
2370	8700	10000	11800
2370	8700	10000	11800
2380	8700	10000	11800
2380	8640	10000	11700
2390	8640	10000	11700
2390	8700	10000	11700
2440	8700	10000	11700
2440	8700	10000	11600
2450	8700	10000	11600
2450	8640	10000	11600
2470	8640	10000	11600
2470	8640	10000	11600
2480	8640	10000	11600
2480	8640	10000	11600
2490	8640	10000	11600
2490	8700	10000	11600
2510	8700	10000	11600
2510	8700	10000	11600
2540	8700	10000	11600
2540	8700	10000	11700
2570	8700	10000	11700
2570	8700	10000	11700
2600	8700	10000	11700
2600	8640	10000	11700
2620	8640	10000	11700
2620	8620	10000	11700
2690	8620	10000	11700
2690	8700	10000	11800
2700	8700	10000	11800
2700	8640	10000	11700
2710	8640	10000	11700
2710	8640	10000	11700
2740	8640	10000	11700
2740	8700	10000	11700
2750	8700	10000	11700
2750	8680	10000	11700
2770	8680	10000	11700
2770	8740	10000	11700
2780	8740	10000	11700
2780	8750	10000	11800
2790	8750	10000	11800
2790	8750	10000	11800
2800	8750	10000	11800
2800	8750	10000	11800
2830	8750	10000	11800
2830	8750	10000	11800
2840	8750	10000	11800
2840	8740	10000	11700
2860	8740	10000	11700
2860	8740	10000	11700
2880	8740	10000	11700
2880	8740	10000	11700
2900	8740	10000	11700
2900	8740	10000	11700
2920	8740	10000	11700
2920	8750	10000	11800
2940	8750	10000	11800
2940	8750	10000	11800
2970	8750	10000	11800
2970	8750	10000	11700
2980	8750	10000	11700
2980	8750	10000	11700
2990	8750	10000	11700
2990	8750	10000	11700
3000	8750	10000	11700
3000	8750	10000	11700
3020	8750	10000	11700
3020	8750	10000	11700
3030	8750	10000	11700
3030	8750	10000	11700
3060	8750	10000	11700
3060	8750	10000	11700
3070	8750	10000	11700
3070	8740	10000	11600
3090	8740	10000	11600
3090	8740	10000	11700
3100	8740	10000	11700
3100	8750	10000	11700
3180	8750	10000	11700
3180	8750	10000	11800
3190	8750	10000	11800
3190	8780	10000	11800
3200	8780	10000	11800
3200	8780	10000	11800
3210	8780	10000	11800
3210	8860	10000	11800
3240	8860	10000	11800
3240	8860	10000	11900
3250	8860	10000	11900
3250	8860	10000	11900
3330	8860	10000	11900
3330	8860	10000	11900
3350	8860	10000	11900
3350	8860	10000	11900
3360	8860	10000	11900
3360	8860	10000	11900
3390	8860	10000	11900
3390	8780	10000	11900
3410	8780	10000	11900
3410	8780	10000	11900
3430	8780	10000	11900
3430	8780	10000	11900
3550	8780	10000	11900
3550	8780	10000	11900
3560	8780	10000	11900
3560	8780	10000	11900
3680	8780	10000	11900
3680	8860	10000	12000
3730	8860	10000	12000
3730	8860	10000	12000
3800	8860	10000	12000
3800	8860	10000	12000
3830	8860	10000	12000
3830	8860	10000	12000
3890	8860	10000	12000
3890	8860	10000	12000
3900	8860	10000	12000
3900	8860	10000	12000
3980	8860	10000	12000
3980	8860	10000	12000
4010	8860	10000	12000
4010	8860	10000	12000
4020	8860	10000	12000
4020	8860	10000	12000
4070	8860	10000	12000
4070	8860	10000	12000
4080	8860	10000	12000
4080	8860	10000	12000
4090	8860	10000	12000
4090	8860	10000	12000
4110	8860	10000	12000
4110	8860	10000	12000
4130	8860	10000	12000
4130	8860	10000	12000
4150	8860	10000	12000
4150	8860	10000	12000
4160	8860	10000	12000
4160	8860	10000	12000
4200	8860	10000	12000
4200	8870	10000	12100
4260	8870	10000	12100
4260	8860	10000	12100
4270	8860	10000	12100
4270	8860	10000	12300
